image,height,width,boxes,relative_boxes,annotations,anno_type,relative_annotations,iou_score,max_iou_score,num_of_annotations,avg_score
"[[[111 133 185]
  [122 147 189]
  [129 157 198]
  ...
  [ 96 124 159]
  [ 95 124 161]
  [ 95 124 161]]

 [[121 144 192]
  [122 149 186]
  [121 150 189]
  ...
  [ 98 126 161]
  [ 98 126 161]
  [ 98 126 161]]

 [[142 167 211]
  [141 169 203]
  [133 163 198]
  ...
  [ 97 125 160]
  [112 138 174]
  [112 138 174]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",320,450,"[[216.90028381347656, 15.6850004196167, 434.7476501464844, 275.3169860839844]]","[[0.4820006306966146, 0.049015626311302185, 0.9661058892144098, 0.8603655815124511]]","[['218', '19', '450', '263']]",<class 'list'>,"[[0.48444444444444446, 0.059375, 1.0, 0.821875]]",[[0.9503109750367958]],[0.9503109750367958],1,0.9503109750367958
"[[[ 19  24  33]
  [ 22  27  36]
  [ 23  30  39]
  ...
  [156 221 252]
  [155 221 255]
  [156 222 255]]

 [[ 19  24  33]
  [ 21  26  35]
  [ 21  28  37]
  ...
  [157 222 253]
  [156 223 255]
  [157 223 255]]

 [[ 17  22  31]
  [ 19  24  33]
  [ 19  26  35]
  ...
  [157 224 255]
  [157 224 255]
  [158 225 255]]

 ...

 [[104 136 155]
  [104 136 155]
  [103 135 154]
  ...
  [ 75  89 112]
  [ 77  91 114]
  [ 78  92 115]]

 [[ 86 116 133]
  [ 84 114 131]
  [ 81 111 128]
  ...
  [ 71  85 107]
  [ 72  86 108]
  [ 73  87 109]]

 [[ 70 100 117]
  [ 71 101 118]
  [ 72 102 119]
  ...
  [ 71  85 107]
  [ 72  86 108]
  [ 73  87 109]]]",338,600,"[[289.59686279296875, 51.124473571777344, 451.8807678222656, 270.40423583984375], [0.0, 203.46124267578125, 111.25578308105469, 334.31719970703125]]","[[0.48266143798828126, 0.15125583896975545, 0.7531346130371094, 0.8000125320705437], [0.0, 0.6019563392774593, 0.18542630513509115, 0.9891041411450628]]","[['179', '27', '345', '272'], ['290', '52', '453', '281']]",<class 'list'>,"[[0.29833333333333334, 0.07988165680473373, 0.575, 0.8047337278106509], [0.48333333333333334, 0.15384615384615385, 0.755, 0.8313609467455622]]","[[0.7216235660152737, 0.3838804138324527], [0.977857579768544, 0.29616492761031993]]","[0.7216235660152737, 0.977857579768544]",2,0.8497405728919089
"[[[104 142 120]
  [ 71 109  87]
  [ 66 102  85]
  ...
  [106 208 173]
  [ 13 107  76]
  [  0  89  58]]

 [[115 153 131]
  [ 71 109  87]
  [ 48  85  65]
  ...
  [ 82 184 149]
  [110 204 173]
  [ 13 106  75]]

 [[ 37  77  52]
  [ 35  74  52]
  [ 49  88  66]
  ...
  [118 217 185]
  [ 89 182 151]
  [ 31 121  91]]

 ...

 [[191 176 173]
  [190 175 172]
  [189 174 171]
  ...
  [ 43  47  41]
  [ 29  33  28]
  [ 24  28  23]]

 [[191 176 173]
  [190 175 172]
  [187 172 169]
  ...
  [ 49  53  47]
  [ 33  37  32]
  [ 27  31  26]]

 [[188 173 170]
  [188 173 170]
  [184 169 166]
  ...
  [ 57  61  55]
  [ 37  41  36]
  [ 31  35  30]]]",366,650,"[[235.8592529296875, 73.16184997558594, 305.31878662109375, 276.0804748535156], [4.161217212677002, 59.39117431640625, 57.413604736328125, 195.59706115722656], [166.3893280029297, 68.69583892822266, 208.00209045410156, 216.70816040039062], [105.01596069335938, 78.44134521484375, 155.7035369873047, 207.04026794433594], [462.2455139160156, 140.98477172851562, 523.2507934570312, 201.29122924804688], [93.06045532226562, 78.8303451538086, 113.8755874633789, 149.89862060546875], [305.0102233886719, 83.06721496582031, 320.8912048339844, 124.47029876708984], [212.27450561523438, 89.85468292236328, 222.55104064941406, 115.67507934570312], [104.47262573242188, 78.83415222167969, 140.46331787109375, 208.6246337890625], [614.1997680664062, 93.9657211303711, 625.945068359375, 123.5244140625], [291.013427734375, 89.5482406616211, 305.2264099121094, 119.1966323852539], [0.0, 85.5160903930664, 21.189239501953125, 132.66876220703125], [578.9822998046875, 94.47613525390625, 589.1415405273438, 124.35010528564453]]","[[0.36286038912259616, 0.1998957649606173, 0.4697212101862981, 0.7543182373046875], [0.006401872634887696, 0.1622709680776127, 0.08832862267127403, 0.5344181998831327], [0.25598358154296874, 0.18769354898421492, 0.3200032160832332, 0.5920987989081711], [0.16156301645132212, 0.21432061534110314, 0.23954390305739182, 0.5656837921976392], [0.7111469444861779, 0.38520429434020664, 0.805001220703125, 0.5499760361968494], [0.14316993126502403, 0.21538345670439507, 0.17519321148212139, 0.40955907269253755], [0.46924649752103365, 0.22695960373174948, 0.4936787766676683, 0.3400827835166389], [0.32657616248497595, 0.24550459814853356, 0.3423862163837139, 0.3160521293598446], [0.16072711651141827, 0.21539385852917947, 0.216097412109375, 0.5700126606258539], [0.9449227201021635, 0.256736942979156, 0.9629924128605769, 0.3374983990778688], [0.4477129657451923, 0.24466732421207948, 0.46957909217247595, 0.32567385897610357], [0.0, 0.233650520199635, 0.03259883000300481, 0.36248295684981213], [0.8907419996995193, 0.2581315170871755, 0.9063716008112981, 0.33975438602635116]]","[['456', '132', '526', '203']]",<class 'list'>,"[[0.7015384615384616, 0.36065573770491804, 0.8092307692307692, 0.5546448087431693]]","[[0.43144164375983673, 0.19293396643607402, 0.3552845551445849, 0.3006034539518711, 0.9633426836982404, 0.24138807047697314, 0.4598823313961392, 0.34056614935056617, 0.28738527831664157, 0.5348467063857881, 0.43959316310564855, 0.15379522461021977, 0.590935365998499]]",[0.9633426836982404],1,0.9633426836982404
"[[[ 58 128  97]
  [ 56 126  95]
  [ 55 125  94]
  ...
  [ 51 125  97]
  [ 54 128  98]
  [ 51 125  95]]

 [[ 58 128  97]
  [ 58 128  97]
  [ 58 128  97]
  ...
  [ 58 132 104]
  [ 54 128  98]
  [ 51 125  95]]

 [[ 61 129  98]
  [ 62 130  99]
  [ 63 131 100]
  ...
  [ 60 131 104]
  [ 55 129  99]
  [ 52 126  96]]

 ...

 [[  1  57  34]
  [  9  65  42]
  [  0  51  30]
  ...
  [ 78 119  98]
  [ 74 111  91]
  [ 89 124 104]]

 [[ 12  64  40]
  [  7  59  35]
  [  7  57  33]
  ...
  [117 156 141]
  [114 150 136]
  [106 142 128]]

 [[ 15  66  39]
  [ 10  61  34]
  [  7  55  29]
  ...
  [100 137 127]
  [110 147 137]
  [107 144 134]]]",642,962,"[[318.6166687011719, 119.39631652832031, 950.89794921875, 461.2836608886719], [56.96058654785156, 281.22265625, 355.28729248046875, 496.8188781738281], [57.9002685546875, 280.4693908691406, 356.07177734375, 496.1636047363281], [58.311920166015625, 280.13446044921875, 355.7836608886719, 497.1164245605469]]","[[0.3312023583172265, 0.18597557091638678, 0.9884594066722973, 0.7185103752159998], [0.05921058892708063, 0.4380415206386293, 0.3693215098549571, 0.7738611809561186], [0.060187389349987006, 0.43686821007654303, 0.3701369826858108, 0.7728405058198258], [0.060615301627874874, 0.43634651160314447, 0.36983748533125976, 0.7743246488482038]]","[['319', '118', '962', '456']]",<class 'list'>,"[[0.3316008316008316, 0.1838006230529595, 1.0, 0.7102803738317757]]","[[0.9861513663121747, 0.4435326523267365, 0.44462987157606987, 0.4444604985692344]]",[0.9861513663121747],1,0.9861513663121747
"[[[151 108  93]
  [113  88  68]
  [175 148 127]
  ...
  [ 95 103 103]
  [115 120 121]
  [102 108 107]]

 [[157 124 108]
  [211 190 169]
  [233 210 188]
  ...
  [ 75  85  85]
  [ 90  98  98]
  [ 98 106 105]]

 [[249 239 221]
  [255 246 227]
  [255 247 225]
  ...
  [ 76  90  88]
  [ 73  87  83]
  [ 89 100  97]]

 ...

 [[ 67 105  83]
  [ 70 115  89]
  [ 69 122  95]
  ...
  [149 170 172]
  [127 160 153]
  [ 83 126 113]]

 [[ 71 110  84]
  [ 72 117  90]
  [ 64 123  92]
  ...
  [166 188 194]
  [166 187 189]
  [149 171 169]]

 [[ 85 123  95]
  [ 83 129 100]
  [ 69 129  98]
  ...
  [141 163 174]
  [154 170 177]
  [173 183 190]]]",800,600,"[[264.9534606933594, 432.9775085449219, 560.1415405273438, 766.5816650390625], [137.1401824951172, 201.42723083496094, 310.02410888671875, 680.431640625], [130.66436767578125, 250.91619873046875, 265.8503723144531, 424.47515869140625], [112.9028091430664, 255.8822021484375, 213.0281982421875, 396.70111083984375], [132.21961975097656, 253.23045349121094, 268.8914489746094, 438.2470703125], [132.18673706054688, 256.8572082519531, 227.58399963378906, 421.3896789550781]]","[[0.44158910115559896, 0.5412218856811524, 0.9335692342122396, 0.9582270812988282], [0.2285669708251953, 0.2517840385437012, 0.5167068481445313, 0.85053955078125], [0.21777394612630208, 0.31364524841308594, 0.4430839538574219, 0.5305939483642578], [0.18817134857177734, 0.31985275268554686, 0.3550469970703125, 0.4958763885498047], [0.22036603291829426, 0.31653806686401365, 0.44815241495768227, 0.547808837890625], [0.2203112284342448, 0.3210715103149414, 0.3793066660563151, 0.5267370986938477]]","[['246', '429', '572', '769']]",<class 'list'>,"[[0.41, 0.53625, 0.9533333333333334, 0.96125]]","[[0.9613020803908655, 0.5187096763475789, 0.3857241616100798, 0.3403442850748914, 0.3946701534454185, 0.36414814421648883]]",[0.9613020803908655],1,0.9613020803908655
"[[[200 215 231]
  [196 213 226]
  [201 218 231]
  ...
  [181 191 191]
  [184 196 196]
  [187 199 199]]

 [[191 206 222]
  [190 205 221]
  [194 211 224]
  ...
  [186 196 196]
  [188 200 200]
  [189 201 201]]

 [[187 200 216]
  [182 197 213]
  [188 205 218]
  ...
  [177 187 187]
  [176 188 188]
  [175 187 187]]

 ...

 [[167 180 188]
  [135 148 156]
  [173 184 192]
  ...
  [ 16  21  22]
  [ 18  23  26]
  [ 20  25  28]]

 [[206 219 227]
  [224 237 245]
  [159 170 178]
  ...
  [ 19  24  25]
  [ 18  23  26]
  [ 21  26  29]]

 [[170 182 188]
  [191 203 209]
  [160 173 181]
  ...
  [ 21  26  27]
  [ 20  23  27]
  [ 22  25  29]]]",397,642,"[[32.124855041503906, 11.339187622070312, 462.4701232910156, 391.6290588378906]]","[[0.05003871501791886, 0.02856218544602094, 0.7203584474937939, 0.9864711809518656]]","[['25', '4', '469', '391']]",<class 'list'>,"[[0.03894080996884735, 0.010075566750629723, 0.7305295950155763, 0.9848866498740554]]",[[0.9774086921433395]],[0.9774086921433395],1,0.9774086921433395
"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 2  4  4]
  [ 2  4  4]
  [ 3  5  5]
  ...
  [ 5 33 64]
  [ 4 33 64]
  [ 3 33 62]]

 [[ 2  4  4]
  [ 2  4  4]
  [ 3  5  5]
  ...
  [ 4 33 64]
  [ 4 33 64]
  [ 3 33 62]]

 [[ 2  4  4]
  [ 2  4  4]
  [ 3  5  5]
  ...
  [ 4 33 64]
  [ 4 33 64]
  [ 3 33 62]]]",531,945,"[[485.495361328125, 59.022804260253906, 711.826171875, 472.3079528808594], [486.73681640625, 59.66025924682617, 711.9290161132812, 472.4675598144531]]","[[0.5137517051091269, 0.1111540569872955, 0.7532552083333334, 0.889468837817061], [0.515065414186508, 0.11235453718799655, 0.7533640382151124, 0.8897694158464278]]","[['463', '48', '738', '468'], ['478', '300', '592', '414']]",<class 'list'>,"[[0.48994708994708996, 0.0903954802259887, 0.780952380952381, 0.8813559322033898], [0.5058201058201058, 0.5649717514124294, 0.6264550264550265, 0.7796610169491526]]","[[0.9448694244346958, 0.9431635975017423], [0.6105118044612449, 0.6102489289912245]]","[0.9448694244346958, 0.6105118044612449]",2,0.7776906144479703
"[[[255 238 212]
  [251 233 210]
  [255 241 220]
  ...
  [255 255 219]
  [255 255 219]
  [255 255 219]]

 [[255 241 215]
  [249 233 210]
  [255 237 216]
  ...
  [255 255 219]
  [255 255 219]
  [255 255 219]]

 [[255 245 222]
  [249 235 212]
  [249 232 211]
  ...
  [255 255 219]
  [255 255 219]
  [255 255 219]]

 ...

 [[105 127 155]
  [105 127 155]
  [102 126 154]
  ...
  [106 135 179]
  [106 135 179]
  [105 134 178]]

 [[105 127 155]
  [105 127 155]
  [105 127 155]
  ...
  [105 134 179]
  [103 132 177]
  [100 129 174]]

 [[103 125 153]
  [104 126 154]
  [104 126 154]
  ...
  [102 131 176]
  [103 132 177]
  [102 131 176]]]",480,640,"[[295.32391357421875, 178.3829345703125, 440.29266357421875, 414.6070556640625], [247.64906311035156, 162.11761474609375, 311.13671875, 302.35943603515625]]","[[0.4614436149597168, 0.37163111368815105, 0.6879572868347168, 0.8637646993001302], [0.3869516611099243, 0.3377450307210286, 0.486151123046875, 0.6299154917399089]]","[['210', '148', '307', '395'], ['302', '180', '444', '422']]",<class 'list'>,"[[0.328125, 0.30833333333333335, 0.4796875, 0.8229166666666666], [0.471875, 0.375, 0.69375, 0.8791666666666667]]","[[0.7048722983006273, 0.8057115291223963], [0.9746414710756739, 0.6410870426773184]]","[0.8057115291223963, 0.9746414710756739]",2,0.8901765000990352
"[[[253 247 252]
  [253 247 252]
  [253 247 252]
  ...
  [253 244 241]
  [252 243 240]
  [252 243 240]]

 [[255 251 255]
  [255 251 255]
  [255 251 255]
  ...
  [255 246 243]
  [255 246 243]
  [254 245 242]]

 [[255 251 255]
  [255 251 255]
  [255 251 255]
  ...
  [255 246 243]
  [254 245 242]
  [254 245 242]]

 ...

 [[ 94  90  95]
  [ 94  90  95]
  [ 97  93  98]
  ...
  [113 107  96]
  [113 107  96]
  [113 107  96]]

 [[ 94  90  95]
  [ 92  88  93]
  [ 95  91  96]
  ...
  [109 103  92]
  [109 103  92]
  [109 103  92]]

 [[ 93  89  94]
  [ 91  87  92]
  [ 92  88  93]
  ...
  [106 100  89]
  [105  99  88]
  [105  99  88]]]",358,636,"[[481.9380798339844, 95.79174041748047, 512.46142578125, 178.13580322265625], [234.39427185058594, 66.74476623535156, 298.2685546875, 258.7455749511719], [287.4444580078125, 93.29290008544922, 326.2243347167969, 228.39096069335938], [518.762451171875, 115.92386627197266, 636.0, 159.23902893066406], [396.701416015625, 103.16090393066406, 416.6848449707031, 149.62841796875], [79.58305358886719, 104.92221069335938, 219.0738525390625, 273.91937255859375], [401.7322082519531, 104.82013702392578, 417.7539978027344, 149.1122283935547], [572.7457885742188, 117.09351348876953, 636.0, 173.87554931640625], [322.090576171875, 87.76351165771484, 566.0238037109375, 326.03021240234375], [315.1722412109375, 112.6942367553711, 333.3239440917969, 147.24044799804688]]","[[0.7577642764685288, 0.26757469390357674, 0.8057569587755503, 0.49758604252138616], [0.3685444525952609, 0.1864378945121552, 0.4689757149174528, 0.7227530026569047], [0.45195669498083724, 0.26059469297611515, 0.5129313438943347, 0.6379635773557525], [0.8156642314023191, 0.32380968232394597, 1.0, 0.4448017567895644], [0.6237443648044418, 0.2881589495269946, 0.6551648505828666, 0.4179564747730447], [0.12513058740387922, 0.2930788008194396, 0.34445574298594733, 0.7651379121748428], [0.6316544154904923, 0.2927936788377815, 0.6568459084948653, 0.4165146044512701], [0.900543692726759, 0.3270768533205853, 1.0, 0.48568589194526884], [0.506431723540684, 0.24514947390423142, 0.8899745341366941, 0.9106989173249825], [0.4955538383819772, 0.3147883708250589, 0.5240942517166618, 0.4112861675923097]]","[['1', '105', '224', '289'], ['313', '106', '574', '335']]",<class 'list'>,"[[0.0015723270440251573, 0.29329608938547486, 0.3522012578616352, 0.8072625698324022], [0.4921383647798742, 0.29608938547486036, 0.9025157232704403, 0.9357541899441341]]","[[0.2734458474056017, 0.6036501500153406, 0.5273189372055349, 0.2170541996119416, 0.3426694235212823, 0.877550457864404, 0.33898639841029077, 0.1872016337142898, 0.4172669452569957, 0.4205961510772742], [0.537544378537152, 0.5340481153809514, 0.5697608986029152, 0.5030717740421385, 0.49860122777411375, 0.4385056666962684, 0.4959791354862525, 0.4786219526101645, 0.9374146985214242, 0.4876842409466838]]","[0.877550457864404, 0.9374146985214242]",2,0.9074825781929141
"[[[ 38  73   6]
  [ 48 110  16]
  [ 58 120  14]
  ...
  [ 61  66  99]
  [ 53  62  96]
  [ 52  69  88]]

 [[ 31  79  31]
  [ 47 100  27]
  [ 56 114  13]
  ...
  [ 66  66  90]
  [ 78  79 117]
  [ 71  87 116]]

 [[ 51  90  45]
  [ 30  68  16]
  [ 56 112  29]
  ...
  [  9   5  11]
  [ 22  21  31]
  [ 44  51  66]]

 ...

 [[ 14  11  61]
  [ 10   8  54]
  [ 13  11  57]
  ...
  [ 55 134  67]
  [ 51 124  38]
  [ 52 113  17]]

 [[  5   0  29]
  [  4   1  23]
  [  6   0  25]
  ...
  [ 57 143  73]
  [ 58 139  52]
  [ 56 133  52]]

 [[ 17  32  28]
  [ 16  30  24]
  [ 14  26  32]
  ...
  [ 60 140  81]
  [ 57 141  77]
  [ 58 136  65]]]",364,494,"[[9.124134063720703, 8.20786190032959, 105.85284423828125, 362.3472595214844], [218.0373077392578, 210.73828125, 341.3712463378906, 276.917236328125]]","[[0.01846990701158037, 0.02254907115475162, 0.2142770126280997, 0.9954595041799021], [0.44137106829809275, 0.5789513221153846, 0.6910349116151632, 0.7607616382640797]]","[['171', '210', '339', '281']]",<class 'list'>,"[[0.34615384615384615, 0.5769230769230769, 0.6862348178137652, 0.771978021978022]]","[[0.35489948319303416, 0.9154086757166926]]",[0.9154086757166926],1,0.9154086757166926
"[[[  5  27   8]
  [  3  23   4]
  [  6  22   4]
  ...
  [  9  16   9]
  [ 13  20  13]
  [ 10  17  10]]

 [[  9  29  10]
  [  7  26   7]
  [  6  25   6]
  ...
  [ 10  14   8]
  [ 13  17  11]
  [ 16  20  14]]

 [[  5  27   8]
  [  6  26   7]
  [  7  27   8]
  ...
  [ 17  22  13]
  [ 14  19  10]
  [ 22  27  18]]

 ...

 [[ 96 159 127]
  [ 87 147 116]
  [ 99 159 129]
  ...
  [ 78 151 113]
  [ 81 156 118]
  [ 84 161 123]]

 [[ 61 126  94]
  [ 73 136 104]
  [ 96 159 127]
  ...
  [ 61 136  98]
  [ 73 150 112]
  [ 81 160 121]]

 [[ 54 117  85]
  [ 84 144 113]
  [107 167 136]
  ...
  [ 67 131 102]
  [ 68 135 106]
  [ 70 137 108]]]",413,550,"[[395.2784729003906, 166.4678955078125, 535.1235961914062, 267.54400634765625], [127.09143829345703, 199.79327392578125, 264.193359375, 293.8924255371094], [125.70489501953125, 232.13253784179688, 264.5304260253906, 293.81390380859375], [394.5555114746094, 167.07980346679688, 537.6879272460938, 267.9261474609375], [107.2070083618164, 141.91671752929688, 220.56341552734375, 187.15847778320312]]","[[0.7186881325461648, 0.4030699649099576, 0.9729519930752841, 0.6478063107691434], [0.23107534235174007, 0.483760953815451, 0.4803515625, 0.7116039359252043], [0.2285543545809659, 0.5620642562755372, 0.48096441095525566, 0.7114138106745611], [0.7173736572265625, 0.40455158224406024, 0.9776144131747159, 0.6487315919151029], [0.19492183338512073, 0.34362401338812804, 0.40102439186789773, 0.45316822707797366]]","[['390', '155', '537', '265'], ['288', '110', '371', '149'], ['97', '143', '226', '190'], ['124', '207', '274', '292']]",<class 'list'>,"[[0.7090909090909091, 0.37530266343825663, 0.9763636363636363, 0.6416464891041163], [0.5236363636363637, 0.26634382566585957, 0.6745454545454546, 0.36077481840193704], [0.17636363636363636, 0.34624697336561744, 0.4109090909090909, 0.4600484261501211], [0.22545454545454546, 0.5012106537530266, 0.49818181818181817, 0.7070217917675545]]","[[0.9633946048542651, 0.39766528541761514, 0.37689568773700644, 0.9642234200203975, 0.3394346888941066], [0.4804421049623451, 0.4293029509233594, 0.3952751842446357, 0.4786258042977115, 0.5233065891283389], [0.3318794421418679, 0.6555455595822522, 0.6057509663531201, 0.3310859093601596, 0.9686972440109678], [0.40586299437274254, 0.9642800765887166, 0.9310381033224443, 0.4060441031080793, 0.6380958372313354]]","[0.9642234200203975, 0.5233065891283389, 0.9686972440109678, 0.9642800765887166]",4,0.8551268324371052
"[[[ 58  94  80]
  [ 44  80  66]
  [ 52  87  73]
  ...
  [ 42  48  47]
  [ 44  50  49]
  [ 46  52  51]]

 [[ 53  89  75]
  [ 39  75  61]
  [ 47  82  68]
  ...
  [ 36  42  41]
  [ 38  44  43]
  [ 40  46  45]]

 [[ 51  86  72]
  [ 37  72  58]
  [ 46  79  65]
  ...
  [ 38  44  43]
  [ 39  45  44]
  [ 40  46  45]]

 ...

 [[191 204 220]
  [170 183 199]
  [166 178 196]
  ...
  [172 196 214]
  [162 186 204]
  [184 208 226]]

 [[190 203 219]
  [168 181 197]
  [165 177 195]
  ...
  [168 192 210]
  [158 182 200]
  [180 204 222]]

 [[202 215 231]
  [179 192 208]
  [176 188 206]
  ...
  [173 199 216]
  [163 189 206]
  [185 211 228]]]",453,628,"[[0.017997169867157936, 74.78116607666016, 307.4611511230469, 443.77166748046875], [307.5714416503906, 99.99566650390625, 535.2744750976562, 401.4820861816406], [309.000732421875, 100.56452178955078, 537.548095703125, 406.5971984863281]]","[[2.8657913801206904e-05, 0.16507983681381933, 0.48958782025962877, 0.9796284050341474], [0.4897634421184564, 0.22074098565983719, 0.8523478902828922, 0.8862739209307741], [0.4920393828373806, 0.22199673684227544, 0.8559683052597532, 0.8975655595724683]]","[['308', '94', '559', '412']]",<class 'list'>,"[[0.49044585987261147, 0.20750551876379691, 0.8901273885350318, 0.9094922737306843]]","[[0.50243194568633, 0.9517141544806133, 0.9593312732587794]]",[0.9593312732587794],1,0.9593312732587794
"[[[ 41  63  51]
  [ 42  64  52]
  [ 42  62  50]
  ...
  [ 28  51  46]
  [ 21  44  39]
  [ 15  38  33]]

 [[ 40  62  50]
  [ 40  62  50]
  [ 41  61  49]
  ...
  [ 27  50  45]
  [ 21  44  39]
  [ 15  38  33]]

 [[ 37  59  47]
  [ 38  60  48]
  [ 39  59  47]
  ...
  [ 25  48  43]
  [ 20  43  38]
  [ 15  38  33]]

 ...

 [[ 30 150 102]
  [ 34 154 106]
  [ 39 159 111]
  ...
  [ 87 191 150]
  [ 93 197 156]
  [ 96 200 159]]

 [[ 70 190 142]
  [ 56 176 128]
  [ 48 168 120]
  ...
  [ 93 195 154]
  [ 98 200 159]
  [ 96 198 157]]

 [[ 85 205 157]
  [ 76 196 148]
  [ 93 213 165]
  ...
  [ 89 191 150]
  [ 88 190 149]
  [ 79 181 140]]]",600,900,"[[123.40779113769531, 217.7465362548828, 588.13330078125, 566.4732666015625], [503.6445007324219, 85.22797393798828, 528.8169555664062, 149.22174072265625], [500.64532470703125, 60.424922943115234, 564.0989379882812, 86.34424591064453], [540.211669921875, 81.97254180908203, 556.9977416992188, 145.7973175048828], [749.2194213867188, 67.19026947021484, 776.37451171875, 140.1387176513672], [534.1365356445312, 82.715576171875, 558.188720703125, 146.82115173339844], [817.2607421875, 57.643898010253906, 848.9241943359375, 122.98392486572266], [798.6109619140625, 61.024105072021484, 818.1968383789062, 128.43089294433594], [646.50341796875, 28.984153747558594, 674.5093994140625, 62.398468017578125], [800.3436889648438, 59.80104064941406, 826.0702514648438, 133.8611602783203]]","[[0.13711976793077257, 0.362910893758138, 0.6534814453125, 0.9441221110026041], [0.559605000813802, 0.14204662322998046, 0.5875743950737847, 0.2487029012044271], [0.5562725830078125, 0.10070820490519206, 0.6267765977647569, 0.14390707651774087], [0.6002351888020834, 0.1366209030151367, 0.6188863796657986, 0.2429955291748047], [0.8324660237630208, 0.11198378245035807, 0.8626383463541667, 0.23356452941894532], [0.5934850396050347, 0.13785929361979166, 0.6202096896701389, 0.24470191955566406], [0.9080674913194444, 0.09607316335042318, 0.9432491048177083, 0.20497320810953776], [0.8873455132378473, 0.10170684178670247, 0.9091075981987847, 0.2140514882405599], [0.7183371310763889, 0.04830692291259766, 0.7494548882378472, 0.10399744669596354], [0.8892707655164931, 0.09966840108235676, 0.9178558349609375, 0.22310193379720053]]","[['129', '222', '609', '574'], ['488', '415', '553', '495']]",<class 'list'>,"[[0.14333333333333334, 0.37, 0.6766666666666666, 0.9566666666666667], [0.5422222222222223, 0.6916666666666667, 0.6144444444444445, 0.825]]","[[0.9689160715273312, 0.3386598675715503, 0.30445418534945407, 0.3329854769180609, 0.2549661236219339, 0.33620349208315614, 0.21835676243253319, 0.2294794576850712, 0.24961205252619298, 0.2303038986402467], [0.5068153728545749, 0.3216623703498284, 0.2582020996041546, 0.3136022116725516, 0.2176600776406803, 0.31596668545906553, 0.18124771800471595, 0.19261791372131906, 0.19102790312805035, 0.19411338473262038]]","[0.9689160715273312, 0.5068153728545749]",2,0.737865722190953
"[[[ 86 153 148]
  [ 86 153 148]
  [ 87 154 149]
  ...
  [ 71 145 157]
  [ 71 145 157]
  [ 71 145 157]]

 [[ 86 153 148]
  [ 86 153 148]
  [ 87 154 149]
  ...
  [ 69 143 155]
  [ 68 142 154]
  [ 68 142 154]]

 [[ 86 153 148]
  [ 86 153 148]
  [ 87 154 149]
  ...
  [ 65 138 152]
  [ 65 138 152]
  [ 65 138 152]]

 ...

 [[ 75 141 140]
  [ 62 131 128]
  [ 79 149 148]
  ...
  [ 65 143 150]
  [ 72 150 157]
  [ 72 152 159]]

 [[ 68 135 136]
  [ 62 132 131]
  [ 63 135 135]
  ...
  [ 62 138 144]
  [ 62 138 144]
  [ 63 141 147]]

 [[ 63 133 133]
  [ 72 144 144]
  [ 71 145 145]
  ...
  [ 56 130 136]
  [ 49 125 131]
  [ 53 129 135]]]",376,550,"[[26.144428253173828, 89.95645141601562, 266.27496337890625, 341.4271545410156], [224.93661499023438, 40.82547378540039, 377.048095703125, 342.9111633300781], [21.659854888916016, 88.1669692993164, 267.7890625, 340.0560607910156]]","[[0.04753532409667969, 0.23924588142557346, 0.48413629705255684, 0.9080509429282331], [0.40897566361860793, 0.1085783877271287, 0.6855419921875, 0.9119977748140375], [0.039381554343483664, 0.23448662047690533, 0.48688920454545453, 0.9044044169973819]]","[['224', '38', '385', '348'], ['28', '87', '273', '346']]",<class 'list'>,"[[0.4072727272727273, 0.10106382978723404, 0.7, 0.925531914893617], [0.05090909090909091, 0.23138297872340424, 0.49636363636363634, 0.9202127659574468]]","[[0.6073516632894447, 0.9761058984316328, 0.6064375683612553], [0.9775294240381446, 0.626744284897844, 0.9746347854284508]]","[0.9761058984316328, 0.9775294240381446]",2,0.9768176612348887
